# BOSCH-DARAB extract file created 30.01.2026 19:59:50
#
# Data from source file "C:\Bosch\WinDarab\Data\DataFiles\FK07_10_12_2025 Outing 34 SCCA AutoX.bmsbin"
# where 0.000 <= xtime <= 4890.020
# 
xtime    [s]	xdist    [m]	az       [g]	Coolant_Temperature[°C]	Engine_Speed[rpm]	Fuel_Pressure[kPa]	gps_speed[km/h]	lapdist  [m]	laptime  [s]	str_whl_angle[°]	Throttle_Position[%]
       4740.000	        11980.7	       0.995730	           93.6	           1951	          343.2	           0.17	          260.6	        115.510	         188.10	           17.9
       4740.100	        11980.7	       1.001466	           93.6	           1644	          344.9	           0.10	          260.6	        115.610	         188.10	           18.0
       4740.200	        11980.7	       1.005035	           93.6	           1935	          347.7	           0.06	          260.6	        115.710	         188.20	           18.0
       4740.300	        11980.7	       0.994328	           93.6	           1722	          346.8	           0.19	          260.6	        115.810	         188.10	           17.9
       4740.400	        11980.8	       1.010388	           93.6	           1952	          346.7	           0.18	          260.7	        115.910	         188.20	           17.9
       4740.500	        11980.8	       1.001083	           93.6	           1752	          348.2	           0.29	          260.7	        116.010	         188.10	           17.9
       4740.600	        11980.8	       1.007966	           93.6	           1780	          346.0	           0.10	          260.7	        116.110	         188.20	           17.9
       4740.700	        11980.9	       0.989484	           93.6	           1752	          344.9	           0.11	          260.8	        116.210	         188.10	           18.0
       4740.800	        11980.9	       1.011790	           93.6	           1753	          346.3	           0.12	          260.8	        116.310	         188.10	           17.9
       4740.900	        11981.0	       1.000064	           93.6	           1711	          344.5	           0.09	          260.9	        116.410	         188.20	           17.9
       4741.000	        11981.0	       1.006692	           93.7	           1875	          343.5	           0.04	          260.9	        116.510	         188.20	           18.0
       4741.100	        11981.1	       1.014595	           93.7	           2009	          346.1	           0.09	          261.0	        116.610	         188.30	           17.9
       4741.200	        11981.1	       1.004780	           93.7	           1819	          343.4	           0.07	          261.0	        116.710	         188.20	           17.9
       4741.300	        11981.1	       0.995730	           93.7	           1794	          345.2	           0.05	          261.0	        116.810	         188.20	           17.9
       4741.400	        11981.2	       1.000701	           93.6	           1834	          345.8	           0.06	          261.1	        116.910	         188.20	           17.9
       4741.500	        11981.2	       0.995092	           93.6	           1900	          344.6	           0.05	          261.1	        117.010	         188.20	           17.9
       4741.600	        11981.3	       1.012810	           93.7	           1906	          346.1	           0.10	          261.2	        117.110	         188.20	           17.9
       4741.700	        11981.3	       1.009241	           93.7	           2034	          343.8	           0.08	          261.2	        117.210	         188.20	           17.9
       4741.800	        11981.3	       1.013447	           93.6	           1762	          346.0	           0.06	          261.2	        117.310	         188.30	           17.9
       4741.900	        11981.3	       1.000701	           93.6	           1838	          344.7	           0.05	          261.2	        117.410	         188.30	           17.9
       4742.000	        11981.4	       1.000064	           93.7	           1888	          344.3	           0.02	          261.3	        117.510	         188.20	           17.9
       4742.100	        11981.4	       1.006054	           93.7	           2048	          345.4	           0.07	          261.3	        117.610	         188.20	           17.9
       4742.200	        11981.4	       1.002868	           93.7	           1773	          346.4	           0.07	          261.3	        117.710	         188.20	           17.9
       4742.300	        11981.4	       1.000064	           93.7	           1861	          345.3	           0.11	          261.3	        117.810	         188.30	           17.9
       4742.400	        11981.5	       1.000701	           93.8	           1684	          345.5	           0.10	          261.4	        117.910	         188.30	           17.9
       4742.500	        11981.5	       1.007584	           93.8	           1702	          346.9	           0.07	          261.4	        118.010	         188.30	           17.9
       4742.600	        11981.5	       1.014595	           93.8	           1832	          346.6	           0.15	          261.4	        118.110	         188.35	           17.9
       4742.700	        11981.5	       1.001466	           93.8	           1983	          347.2	           0.10	          261.4	        118.210	         188.35	           17.9
       4742.800	        11981.5	       0.993945	           93.8	           1781	          344.8	           0.11	          261.4	        118.310	         188.55	           17.9
       4742.900	        11981.6	       0.993053	           93.8	           1858	          343.3	           0.09	          261.5	        118.410	         188.55	           17.9
       4743.000	        11981.6	       0.991523	           93.8	           1917	          345.2	           0.05	          261.5	        118.510	         188.35	           17.9
       4743.100	        11981.6	       1.010388	           93.8	           1599	          346.5	           0.04	          261.5	        118.610	         188.20	           17.9
       4743.200	        11981.6	       1.019438	           93.8	           1755	          348.1	           0.07	          261.5	        118.710	         188.10	           17.9
       4743.300	        11981.6	       1.000064	           93.8	           1678	          347.8	           0.06	          261.5	        118.810	         188.20	           17.9
       4743.400	        11981.6	       1.008221	           93.8	           1719	          347.3	           0.03	          261.5	        118.910	         188.10	           17.9
       4743.500	        11981.6	       1.007584	           93.8	           1926	          345.1	           0.14	          261.5	        119.010	         188.10	           17.9
       4743.600	        11981.6	       1.002485	           93.8	           1683	          343.9	           0.14	          261.5	        119.110	         188.20	           17.9
       4743.700	        11981.6	       1.002230	           93.8	           1707	          345.8	           0.09	          261.5	        119.210	         188.30	           18.0
       4743.800	        11981.6	       1.003633	           93.8	           1853	          345.2	           0.10	          261.5	        119.310	         188.20	           17.9
       4743.900	        11981.6	       1.011153	           93.8	           1963	          347.6	           0.08	          261.5	        119.410	         188.20	           17.9
       4744.000	        11981.6	       0.997642	           93.8	           1749	          346.5	           0.09	          261.5	        119.510	         188.10	           17.9
       4744.100	        11981.6	       1.000446	           93.8	           1743	          346.4	           0.03	          261.5	        119.610	         188.10	           18.0
       4744.200	        11981.6	       0.999809	           93.8	           1842	          346.4	           0.07	          261.5	        119.710	         188.05	           17.9
       4744.300	        11981.6	       0.991268	           93.8	           1976	          344.3	           0.12	          261.5	        119.810	         188.10	           17.9
       4744.400	        11981.6	       1.013957	           93.8	           1786	          343.7	           0.19	          261.5	        119.910	         188.05	           17.9
       4744.500	        11981.6	       1.004397	           93.8	           1732	          343.6	           0.15	          261.5	        120.010	         188.10	           17.9
       4744.600	        11981.6	       1.004652	           93.7	           1861	          345.7	           0.12	          261.5	        120.110	         188.10	           17.9
       4744.700	        11981.6	       0.997897	           93.7	           1988	          344.1	           0.02	          261.5	        120.210	         188.05	           17.9
       4744.800	        11981.6	       1.012428	           93.7	           1749	          342.4	           0.06	          261.5	        120.310	         188.20	           17.9
       4744.900	        11981.6	       1.005290	           93.7	           1724	          343.8	           0.17	          261.5	        120.410	         188.10	           17.9
       4745.000	        11981.6	       1.007456	           93.7	           1859	          345.4	           0.12	          261.5	        120.510	         188.10	           17.9
       4745.100	        11981.7	       1.001848	           93.7	           1980	          344.7	           0.06	          261.6	        120.610	         188.10	           17.9
       4745.200	        11982.3	       1.007584	           93.7	           1770	          343.6	           0.14	          262.1	        120.710	         188.10	           17.9
       4745.300	        11982.3	       1.007456	           93.7	           1735	          345.3	           0.05	          262.1	        120.810	         188.10	           18.0
       4745.400	        11982.3	       1.002230	           93.7	           1813	          346.0	           0.11	          262.2	        120.910	         188.10	           18.0
       4745.500	        11982.4	       1.004397	           93.7	           1612	          345.6	           0.07	          262.2	        121.010	         188.05	           17.9
       4745.600	        11982.4	       0.988719	           93.7	           1773	          342.2	           0.05	          262.2	        121.110	         188.05	           17.9
       4745.700	        11982.4	       1.005035	           93.7	           1903	          344.5	           0.03	          262.2	        121.210	         188.05	           17.9
       4745.800	        11982.4	       1.002868	           93.7	           1943	          344.5	           0.05	          262.2	        121.310	         188.05	           17.9
       4745.900	        11982.4	       1.017144	           93.7	           2062	          345.8	           0.09	          262.2	        121.410	         188.05	           18.0
       4746.000	        11982.4	       1.007584	           93.7	           1806	          346.0	           0.11	          262.2	        121.510	         188.10	           17.9
       4746.100	        11982.4	       1.010771	           93.7	           1913	          347.9	           0.06	          262.3	        121.610	         188.10	           17.9
       4746.200	        11982.5	       0.988719	           93.6	           1891	          348.2	           0.14	          262.3	        121.710	         188.10	           17.9
       4746.300	        11982.5	       1.005035	           93.6	           1724	          346.9	           0.12	          262.4	        121.810	         188.05	           17.9
       4746.400	        11982.9	       1.001593	           93.6	           1773	          346.7	           0.05	          262.8	        121.910	         188.05	           17.9
       4746.500	        11982.9	       1.012810	           93.6	           1756	          347.3	           0.13	          262.8	        122.010	         188.10	           17.9
       4746.600	        11982.9	       1.000828	           93.6	           1798	          344.4	           0.07	          262.8	        122.110	         188.05	           17.9
       4746.700	        11982.9	       1.005799	           93.6	           1797	          345.8	           0.04	          262.8	        122.210	         188.05	           18.0
       4746.800	        11982.9	       0.999044	           93.6	           1794	          345.7	           0.08	          262.8	        122.310	         188.05	           18.0
       4746.900	        11982.9	       1.003633	           93.6	           1776	          345.6	           0.10	          262.8	        122.410	         188.05	           18.0
       4747.000	        11982.9	       1.005035	           93.6	           1762	          345.9	           0.07	          262.8	        122.510	         188.05	           18.0
       4747.100	        11982.9	       0.989484	           93.6	           1758	          346.5	           0.12	          262.8	        122.610	         188.05	           17.9
       4747.200	        11982.9	       1.004780	           93.7	           1741	          346.3	           0.11	          262.8	        122.710	         188.05	           19.9
       4747.300	        11982.9	       0.998024	           93.7	           2987	          345.2	           0.11	          262.8	        122.810	         188.05	           24.7
       4747.400	        11982.9	       1.006054	           93.7	           4026	          346.4	           0.06	          262.8	        122.910	         188.10	           28.1
       4747.500	        11982.9	       0.995220	           93.7	           5525	          345.7	           0.05	          262.8	        123.010	         188.05	           35.0
       4747.600	        11982.9	       0.995220	           93.6	           7187	          342.9	           0.12	          262.8	        123.110	         188.10	           35.5
       4747.700	        11982.9	       0.998916	           93.6	           9012	          341.2	           0.16	          262.8	        123.210	         188.20	           47.2
       4747.800	        11982.9	       0.926644	           93.6	           9257	          338.2	           0.29	          262.8	        123.310	         188.60	           70.5
       4747.900	        11982.9	       0.889551	           93.3	          10333	          337.2	           0.96	          262.8	        123.410	         191.40	           87.1
       4748.000	        11983.0	       1.012555	           92.3	          11094	          337.2	           3.52	          262.9	        123.510	         194.24	           99.7
       4748.100	        11983.5	       0.888149	           92.4	          11727	          337.4	           5.34	          263.4	        123.610	         200.14	           99.7
       4748.200	        11983.6	       0.908416	           92.8	          12091	          338.9	           8.12	          263.5	        123.710	         204.05	           99.7
       4748.300	        11984.1	       0.901278	           92.9	          12295	          340.0	          10.65	          264.0	        123.810	         204.80	           99.7
       4748.400	        11984.6	       0.877442	           93.1	          12531	          338.5	          12.46	          264.5	        123.910	         203.60	           99.7
       4748.500	        11984.8	       0.912240	           93.1	          12583	          339.4	          15.45	          264.7	        124.010	         202.45	           99.7
       4748.600	        11985.6	       0.897964	           93.3	          12690	          339.7	          18.25	          265.5	        124.110	         201.25	           99.7
       4748.700	        11986.3	       0.944744	           93.3	          12738	          339.9	          21.14	          266.2	        124.210	         200.60	           99.7
       4748.800	        11987.0	       0.873236	           93.4	          12679	          339.6	          24.33	          266.9	        124.310	         200.65	           99.7
       4748.900	        11987.8	       0.871451	           93.4	          12636	          339.8	          27.13	          267.6	        124.410	         200.65	           99.7
       4749.000	        11988.4	       0.812690	           93.3	          12738	          340.2	          28.90	          268.3	        124.510	         200.75	           99.6
       4749.100	        11989.7	       0.937096	           93.3	          12631	          339.4	          32.07	          269.5	        124.610	         200.75	           99.7
       4749.200	        11990.6	       0.963991	           93.4	          12636	          338.8	          34.95	          270.5	        124.710	         200.65	           99.7
       4749.300	        11991.8	       0.868392	           93.4	          12743	          338.6	          37.72	          271.7	        124.810	         198.76	           99.7
       4749.400	        11992.6	       0.833467	           93.3	          11883	          338.2	          40.70	          272.5	        124.910	         189.66	           99.7
       4749.500	        11993.6	       0.881394	           93.3	          11343	          331.7	          42.07	          273.4	        125.010	         190.15	           99.7
       4749.600	        11995.0	       0.950862	           93.4	          10768	          333.0	          43.77	          274.9	        125.110	         193.75	           99.6
       4749.700	        11996.5	       0.818681	           93.4	          10768	          338.8	          45.98	          276.4	        125.210	         194.70	           99.7
       4749.800	        11998.0	       0.897582	           93.4	          11131	          339.1	          49.72	          277.9	        125.310	         197.05	           99.7
       4749.900	        11999.5	       1.125871	           93.4	          11393	          339.1	          51.30	          279.4	        125.410	         191.80	           99.7
       4750.000	        12000.8	       0.961824	           93.4	          11755	          337.1	          53.97	            0.4	          0.039	         186.60	           99.7
       4750.100	        12001.9	       0.911603	           93.4	          12160	          338.2	          55.16	            1.5	          0.139	         187.00	           99.7
       4750.200	        12003.9	       0.810905	           93.5	          12448	          337.7	          56.90	            3.5	          0.239	         186.00	           99.7
       4750.300	        12005.6	       1.002868	           93.5	          12808	          337.6	          58.79	            5.2	          0.339	         185.50	           99.7
       4750.400	        12007.6	       1.083426	           93.5	          11858	          338.1	          60.32	            7.2	          0.439	         185.65	           99.6
       4750.500	        12009.3	       0.929320	           93.5	          11220	          332.3	          61.55	            8.9	          0.539	         187.10	           99.6
       4750.600	        12011.1	       1.025174	           93.6	          11336	          331.3	          62.52	           10.7	          0.639	         185.25	           99.6
       4750.700	        12012.1	       1.077690	           93.6	          11686	          339.2	          64.09	           11.7	          0.739	         185.40	           99.7
       4750.800	        12014.0	       1.058570	           93.7	          11823	          337.7	          65.76	           13.6	          0.839	         188.34	           99.6
       4750.900	        12016.2	       0.882796	           93.7	          12077	          338.2	          67.28	           15.8	          0.939	         194.20	           97.9
       4751.000	        12018.4	       1.021733	           93.7	          12214	          339.0	          68.85	           18.0	          1.039	         199.14	           64.1
       4751.100	        12020.2	       0.866098	           93.7	          12355	          341.4	          70.12	           19.8	          1.139	         200.75	           35.2
       4751.200	        12021.6	       1.251297	           93.8	          12274	          344.1	          70.86	           21.2	          1.239	         205.19	           33.4
       4751.300	        12023.5	       1.073356	           93.8	          12239	          346.2	          71.22	           23.1	          1.339	         205.65	           32.4
       4751.400	        12025.7	       1.684933	           93.8	          12406	          343.4	          71.23	           25.3	          1.439	         214.00	           30.7
       4751.500	        12028.0	       0.852077	           93.8	          12062	          346.8	          70.84	           27.6	          1.539	         216.60	           25.7
       4751.600	        12030.1	       1.167170	           93.7	          11700	          347.0	          70.96	           29.7	          1.639	         216.70	           25.8
       4751.700	        12032.1	       1.198399	           93.7	          11632	          347.9	          70.40	           31.7	          1.739	         211.87	           25.6
       4751.800	        12033.6	       1.439818	           93.7	          11797	          345.3	          69.64	           33.2	          1.839	         214.50	           27.9
       4751.900	        12035.7	       0.565790	           93.7	          11714	          345.4	          67.92	           35.3	          1.939	         210.72	           37.4
       4752.000	        12037.7	       0.983366	           93.7	          12199	          343.9	          67.45	           37.3	          2.039	         212.87	           52.8
       4752.100	        12039.7	       0.927536	           93.7	          12126	          342.1	          66.65	           39.3	          2.139	         201.28	           42.4
       4752.200	        12041.4	       1.379399	           93.6	          11862	          343.0	          67.51	           41.0	          2.239	         199.62	           32.1
       4752.300	        12042.4	       1.518336	           93.6	          12028	          342.1	          67.92	           42.0	          2.339	         188.70	           49.8
       4752.400	        12044.3	       1.723172	           93.8	          12116	          339.5	          68.20	           43.9	          2.439	         187.30	           58.4
       4752.500	        12046.4	       0.748575	           93.8	          12239	          341.2	          68.80	           46.1	          2.539	         180.72	           47.1
       4752.600	        12049.0	       0.989102	           94.0	          12210	          341.7	          70.45	           48.6	          2.639	         173.80	           45.6
       4752.700	        12051.0	       1.130715	           94.0	          12406	          339.1	          70.92	           50.6	          2.739	         171.75	           61.5
       4752.800	        12052.8	       0.943724	           93.9	          12626	          336.7	          71.31	           52.4	          2.839	         179.84	           73.8
       4752.900	        12054.3	       1.057040	           93.9	          12755	          338.1	          71.80	           53.9	          2.939	         181.65	           93.6
       4753.000	        12056.3	       1.368182	           94.1	          12886	          335.8	          72.91	           55.9	          3.039	         176.75	           99.6
       4753.100	        12058.5	       1.157100	           94.1	          13186	          336.9	          73.98	           58.1	          3.139	         176.60	           99.6
       4753.200	        12061.1	       1.006819	           94.1	          13286	          338.6	          75.15	           60.7	          3.239	         170.94	           99.7
       4753.300	        12063.0	       0.948440	           94.1	          13537	          337.6	          76.19	           62.6	          3.339	         184.59	           99.7
       4753.400	        12064.5	       1.292723	           94.1	          13550	          338.2	          76.38	           64.1	          3.439	         184.05	           99.6
       4753.500	        12066.6	       0.981709	           94.1	          13844	          337.9	          77.01	           66.3	          3.539	         191.80	           99.6
       4753.600	        12068.9	       1.242374	           93.9	          13717	          337.7	          78.15	           68.5	          3.639	         182.90	           99.6
       4753.700	        12071.6	       1.023135	           93.9	          13986	          336.8	          79.11	           71.2	          3.739	         173.42	           99.6
       4753.800	        12073.9	       0.614227	           94.0	          14071	          340.3	          80.09	           73.5	          3.839	         177.07	           36.5
       4753.900	        12075.9	       1.392528	           94.0	          13799	          342.9	          80.90	           75.5	          3.939	         178.95	           29.8
       4754.000	        12077.6	       0.515697	           93.8	          13077	          344.3	          80.33	           77.2	          4.039	         182.14	           24.9
       4754.100	        12080.0	       1.393293	           93.7	          12468	          343.9	          79.38	           79.6	          4.139	         185.96	           26.5
       4754.200	        12082.3	       0.540297	           93.3	          12438	          344.0	          77.98	           81.9	          4.239	         185.84	           28.0
       4754.300	        12084.6	       1.371624	           93.4	          12209	          344.9	          75.89	           84.2	          4.339	         185.60	           23.1
       4754.400	        12086.6	       0.730220	           93.6	          12668	          342.6	          74.55	           86.2	          4.439	         192.16	           44.3
       4754.500	        12088.1	       1.366016	           93.7	          13026	          340.7	          73.23	           87.7	          4.539	         186.75	           37.2
       4754.600	        12090.3	       0.840605	           94.2	          12557	          339.9	          72.72	           89.9	          4.639	         174.46	           36.0
       4754.700	        12092.8	       1.033332	           94.3	          12510	          341.6	          73.01	           92.4	          4.739	         165.07	           29.5
       4754.800	        12094.6	       0.790766	           94.5	          11765	          343.1	          73.02	           94.2	          4.839	         162.70	           19.4
       4754.900	        12096.8	       1.477547	           94.4	          10575	          340.1	          71.67	           96.4	          4.939	         165.90	           18.3
       4755.000	        12098.7	       0.882031	           94.2	          10153	          339.7	          68.87	           98.3	          5.039	         181.51	           18.7
       4755.100	        12100.0	       1.146266	           94.2	           9152	          341.3	          67.30	           99.6	          5.139	         214.05	           18.7
       4755.200	        12102.0	       0.876168	           94.3	           8931	          344.4	          65.29	          101.6	          5.239	         245.82	           20.2
       4755.300	        12103.9	       0.806189	           94.3	           9101	          340.0	          63.27	          103.5	          5.339	         240.35	           22.3
       4755.400	        12105.9	       1.164366	           94.4	           9404	          341.7	          60.60	          105.6	          5.439	         227.15	           24.0
       4755.500	        12107.5	       0.904847	           94.4	           9541	          345.0	          58.66	          107.1	          5.539	         164.15	           24.3
       4755.600	        12108.2	       0.938116	           94.5	           9664	          342.7	          57.81	          107.8	          5.639	         137.51	           27.1
       4755.700	        12109.9	       0.910073	           94.5	           9900	          341.1	          56.44	          109.6	          5.739	         135.80	           29.3
       4755.800	        12111.7	       1.108154	           94.7	           9804	          341.3	          55.78	          111.4	          5.839	         132.95	           25.2
       4755.900	        12113.5	       1.017781	           94.7	           9606	          342.9	          55.79	          113.1	          5.939	         132.20	           42.3
       4756.000	        12115.2	       0.790384	           94.7	          10514	          335.3	          55.50	          114.8	          6.039	         148.00	           75.8
       4756.100	        12116.7	       0.983748	           94.7	          10511	          338.8	          55.40	          116.3	          6.139	         133.55	           32.9
       4756.200	        12117.7	       0.940282	           94.7	          10449	          342.5	          56.37	          117.3	          6.239	         133.55	           34.0
       4756.300	        12119.5	       1.052834	           94.7	          10193	          342.2	          57.19	          119.1	          6.339	         152.22	           39.9
       4756.400	        12121.5	       1.012555	           94.6	          10485	          336.6	          56.94	          121.1	          6.439	         163.96	           45.7
       4756.500	        12123.3	       0.960804	           94.6	          10589	          338.0	          57.05	          122.9	          6.539	         143.42	           43.7
       4756.600	        12124.8	       0.916701	           94.6	          10523	          343.9	          57.56	          124.4	          6.639	         132.71	           28.1
       4756.700	        12125.9	       0.879609	           94.6	           9882	          342.9	          57.74	          125.6	          6.739	         128.75	           22.8
       4756.800	        12127.4	       0.836781	           94.7	           9511	          344.3	          57.39	          127.0	          6.839	         127.40	           26.2
       4756.900	        12129.2	       1.015359	           94.7	           9590	          341.5	          56.46	          128.8	          6.939	         126.35	           26.9
       4757.000	        12131.0	       0.962206	           94.8	           9430	          340.1	          55.65	          130.6	          7.039	         123.65	           22.9
       4757.100	        12132.5	       0.973423	           94.8	           9036	          342.0	          54.90	          132.1	          7.139	         122.05	           23.5
       4757.200	        12134.1	       1.021223	           94.9	           8754	          343.1	          53.33	          133.7	          7.239	         116.95	           26.7
       4757.300	        12135.0	       0.935566	           94.9	           8746	          339.2	          52.10	          134.6	          7.339	         115.26	           26.1
       4757.400	        12136.4	       0.989102	           94.9	           8769	          341.6	          51.03	          136.0	          7.439	         115.00	           27.0
       4757.500	        12138.0	       1.258053	           94.9	           8828	          345.4	          50.22	          137.6	          7.539	         114.85	           25.3
       4757.600	        12139.5	       1.134412	           94.9	           8578	          344.9	          49.29	          139.1	          7.639	         114.05	           35.3
       4757.700	        12140.9	       0.842134	           94.9	           9010	          337.7	          49.07	          140.5	          7.739	         133.58	           71.9
       4757.800	        12141.9	       1.024537	           94.8	           9219	          338.6	          49.06	          141.5	          7.839	         128.91	           65.3
       4757.900	        12143.4	       0.937988	           94.8	           9566	          341.3	          49.71	          143.0	          7.939	         127.20	           54.6
       4758.000	        12144.8	       0.952901	           94.8	           9520	          341.2	          51.18	          144.4	          8.039	         132.68	           43.1
       4758.100	        12146.1	       1.005672	           94.8	           9637	          339.1	          51.81	          145.8	          8.139	         154.92	           49.9
       4758.200	        12147.6	       0.941685	           94.8	          10138	          341.2	          52.15	          147.2	          8.239	         163.26	           56.6
       4758.300	        12149.4	       0.731112	           94.7	          10056	          343.1	          52.76	          149.0	          8.339	         153.59	           51.1
       4758.400	        12150.2	       1.047226	           94.5	          10514	          341.0	          53.18	          149.8	          8.439	         212.39	           55.0
       4758.500	        12151.6	       1.200311	           94.4	          10377	          342.0	          53.34	          151.3	          8.539	         173.35	           48.8
       4758.600	        12153.5	       0.934929	           94.1	          10717	          336.0	          53.87	          153.1	          8.639	         184.96	           61.1
       4758.700	        12155.0	       1.053216	           94.1	          10646	          336.4	          54.86	          154.6	          8.739	         175.35	           61.8
       4758.800	        12156.8	       0.451709	           93.9	          10915	          336.6	          55.35	          156.4	          8.839	         197.89	           67.8
       4758.900	        12157.7	       1.164748	           94.0	          11166	          340.4	          56.40	          157.3	          8.939	         190.79	           67.9
       4759.000	        12159.4	       0.837036	           94.2	          10537	          339.6	          56.68	          159.0	          9.039	         180.10	           72.1
       4759.100	        12161.4	       0.661007	           94.2	          11240	          339.4	          59.06	          161.0	          9.139	         173.30	           66.1
       4759.200	        12163.0	       1.162964	           94.1	          10881	          339.8	          60.17	          162.6	          9.239	         160.68	           64.2
       4759.300	        12164.7	       0.636533	           94.2	          10944	          340.7	          61.86	          164.3	          9.339	         152.13	           31.6
       4759.400	        12166.8	       1.147795	           94.4	          10964	          342.6	          62.60	          166.4	          9.439	         155.01	           39.4
       4759.500	        12168.0	       0.867500	           94.4	          11056	          340.6	          62.34	          167.6	          9.539	         144.25	           31.0
       4759.600	        12169.8	       0.928046	           94.5	          10523	          344.4	          62.20	          169.4	          9.639	         143.90	           18.1
       4759.700	        12171.6	       1.254866	           94.5	           9702	          341.5	          62.03	          171.2	          9.739	         141.36	           25.4
       4759.800	        12173.4	       0.758390	           94.6	          10514	          339.8	          60.66	          173.0	          9.839	         155.66	           45.3
       4759.900	        12175.1	       0.953666	           94.6	          11380	          336.7	          59.64	          174.7	          9.939	         169.36	           61.7
       4760.000	        12176.3	       0.931742	           94.7	          11324	          339.1	          59.76	          175.9	         10.039	         158.20	           60.8
       4760.100	        12178.1	       0.916701	           94.7	          11542	          337.6	          60.77	          177.7	         10.139	         167.88	           44.9
       4760.200	        12179.9	       0.785667	           94.6	          11299	          341.5	          61.34	          179.5	         10.239	         185.95	           43.1
       4760.300	        12181.8	       0.900258	           94.6	          10994	          344.4	          61.93	          181.4	         10.339	         173.43	           23.6
       4760.400	        12183.8	       0.812690	           94.7	          10085	          345.8	          61.91	          183.4	         10.439	         179.08	           18.4
       4760.500	        12185.4	       1.230648	           94.7	           9516	          342.4	          61.42	          185.0	         10.539	         165.63	           18.2
       4760.600	        12186.5	       0.592303	           94.6	           9865	          343.3	          60.58	          186.1	         10.639	         163.20	           31.8
       4760.700	        12188.5	       1.081514	           94.6	          10249	          345.0	          59.11	          188.1	         10.739	         162.39	           24.6
       4760.800	        12190.2	       1.044676	           94.8	          10172	          344.3	          58.45	          189.8	         10.839	         185.65	           27.9
       4760.900	        12191.9	       0.956216	           94.8	           9865	          343.5	          57.75	          191.5	         10.939	         169.26	           28.3
       4761.000	        12193.5	       1.011025	           94.9	           9861	          340.0	          57.63	          193.1	         11.039	         167.31	           26.0
       4761.100	        12194.5	       1.018801	           94.9	           9842	          339.4	          57.55	          194.1	         11.139	         161.90	           29.2
       4761.200	        12196.3	       1.040725	           95.0	           9930	          339.9	          57.43	          195.9	         11.239	         167.25	           27.2
       4761.300	        12198.1	       1.015232	           95.0	           9743	          342.4	          57.22	          197.7	         11.339	         155.46	           23.3
       4761.400	        12199.8	       0.999426	           95.1	           9532	          341.8	          57.23	          199.4	         11.439	         145.01	           21.0
       4761.500	        12201.4	       1.105222	           95.1	           8963	          343.0	          56.82	          201.0	         11.539	         136.05	           18.8
       4761.600	        12203.2	       1.052452	           95.1	           9019	          340.5	          56.20	          202.8	         11.639	         134.55	           20.9
       4761.700	        12203.9	       1.097574	           95.1	           8338	          342.8	          55.56	          203.5	         11.739	         134.05	           19.3
       4761.800	        12205.6	       1.085465	           95.0	           7739	          344.8	          53.36	          205.2	         11.839	         131.40	           23.9
       4761.900	        12207.1	       0.931742	           95.0	           8102	          347.1	          50.99	          206.8	         11.939	         146.24	           43.6
       4762.000	        12208.6	       0.908289	           95.0	           9357	          335.7	          49.89	          208.2	         12.039	         143.15	           54.1
       4762.100	        12209.8	       0.724357	           95.0	           9751	          334.4	          48.60	          209.4	         12.139	         178.39	           73.3
       4762.200	        12210.8	       1.053471	           94.8	          10266	          334.1	          48.88	          210.4	         12.239	         216.71	           86.7
       4762.300	        12212.4	       0.854498	           94.8	          10599	          333.8	          49.63	          212.0	         12.339	         198.80	           99.4
       4762.400	        12214.3	       0.993053	           94.9	          10427	          335.8	          50.78	          213.9	         12.439	         199.30	           99.6
       4762.500	        12215.7	       0.902043	           94.8	          11061	          336.6	          51.90	          215.3	         12.539	         241.52	           99.7
       4762.600	        12216.8	       0.893758	           94.5	          10775	          335.0	          53.09	          216.5	         12.639	         201.64	           99.7
       4762.700	        12217.8	       0.833594	           94.6	          10849	          336.5	          53.68	          217.4	         12.739	         206.80	           99.7
       4762.800	        12219.7	       1.004015	           94.8	          10791	          336.9	          55.78	          219.3	         12.839	         203.68	           99.7
       4762.900	        12221.6	       1.282398	           94.8	          10568	          337.1	          57.47	          221.2	         12.939	         201.97	           99.6
       4763.000	        12223.0	       0.843919	           95.0	          10900	          335.7	          59.17	          222.6	         13.039	         193.46	           99.7
       4763.100	        12225.0	       0.937606	           95.0	          11321	          340.0	          61.64	          224.6	         13.139	         193.25	           99.6
       4763.200	        12226.8	       1.146648	           94.8	          11311	          337.3	          62.56	          226.4	         13.239	         193.85	           99.7
       4763.300	        12227.7	       0.785030	           94.9	          11814	          337.5	          64.18	          227.3	         13.339	         193.85	           99.7
       4763.400	        12229.7	       1.416237	           95.1	          11862	          338.3	          65.91	          229.3	         13.439	         190.81	           99.6
       4763.500	        12231.8	       0.903445	           95.1	          12228	          337.1	          67.07	          231.4	         13.539	         192.14	           99.7
       4763.600	        12234.3	       1.159905	           95.1	          12214	          337.8	          69.03	          233.9	         13.639	         191.65	           99.7
       4763.700	        12236.3	       0.784010	           95.1	          12766	          337.6	          70.47	          235.9	         13.739	         196.19	           99.7
       4763.800	        12238.1	       1.388067	           95.0	          12749	          337.7	          71.20	          237.7	         13.839	         198.75	           99.7
       4763.900	        12239.6	       0.708424	           95.0	          13203	          337.9	          71.98	          239.2	         13.939	         200.90	           99.7
       4764.000	        12241.7	       1.383733	           95.1	          13009	          337.8	          73.44	          241.3	         14.039	         207.36	           68.6
